Account_ID,Account_Name,Parent_Account_ID,Parent_Account_Name,Account_Owner_ID,Account_Owner_Name,SDR_Owner_ID,SDR_Owner_Name,Billing_City,Billing_State,Industry,Sub_Industry,NAICS_Code,Account_Score,Revenue_Range,Employee_Count
ACC001775,Titan Partners - South,ACC000566,Titan Partners,USR001,Sarah Chen,SDR044,SDR Avery,New York,NY,Technology,Cybersecurity,515466,10.04,$10M-$50M,242
ACC001776,Atlas Corp - Central,ACC000190,Atlas Corp,USR005,Jessica Martinez,,,San Antonio,TX,Retail,Grocery,442040,14.13,<$10M,19
ACC001777,Apex Ventures,,,USR016,Brian Moore,,,Columbus,OH,Real Estate,Construction,537675,32.32,<$10M,51
ACC001778,Global Corp,,,USR001,Sarah Chen,SDR005,SDR Jamie,Las Vegas,NV,Professional Services,HR Services,541269,27.12,<$10M,72
ACC001779,Atlas Holdings,,,USR011,Michelle Taylor,,,Los Angeles,CA,Transportation,Public Transit,481680,19.25,$10M-$50M,222
ACC001780,Strategic Consulting,,,USR003,Emily Thompson,SDR018,SDR Jamie,Raleigh,NC,Energy,Oil & Gas,219929,12.48,$50M-$100M,505
ACC001781,Innovative Enterprises,,,USR008,Robert Jackson,SDR024,SDR Taylor,Phoenix,AZ,Manufacturing,Consumer Goods,315297,13.26,$10M-$50M,452
ACC001782,Global Holdings - Central,ACC001544,Global Holdings,USR012,Daniel Anderson,SDR037,SDR Jordan,Nashville,TN,Manufacturing,Electronics,317429,36.32,<$10M,89
ACC001783,Strategic Inc,,,USR012,Daniel Anderson,,,San Francisco,CA,Professional Services,HR Services,546270,24.63,<$10M,44
ACC001784,Quantum Group - East,ACC000147,Quantum Group,USR010,Christopher Lee,SDR045,SDR Casey,San Jose,CA,Education,Tutoring,614688,26.93,$10M-$50M,163
ACC001785,Innovative Consulting,,,USR013,Ashley Brown,SDR034,SDR Riley,San Antonio,TX,Transportation,Logistics,485636,0.97,$100M-$500M,2630
ACC001786,Atlas Ventures - South,ACC001220,Atlas Ventures,USR004,James Wilson,SDR004,SDR Avery,Austin,TX,Energy,Renewable Energy,217224,18.68,<$10M,62
ACC001787,Vertex Holdings - Central,ACC001055,Vertex Holdings,USR014,Kevin Martinez,SDR019,SDR Alex,Charlotte,NC,Healthcare,Health Insurance,623527,55.62,$100M-$500M,4693
ACC001788,Zenith Services,,,USR012,Daniel Anderson,SDR005,SDR Alex,Jacksonville,FL,Energy,Oil & Gas,211071,53.89,<$10M,39
ACC001789,Innovative Corp,,,USR012,Daniel Anderson,SDR024,SDR Alex,Phoenix,AZ,Education,Higher Education,615951,43.79,<$10M,41
ACC001790,Quantum Solutions,,,USR009,Lauren Davis,SDR014,SDR Riley,Houston,TX,Real Estate,REITs,536240,46.05,$50M-$100M,969
ACC001791,Phoenix Technologies,,,USR003,Emily Thompson,SDR028,SDR Jamie,Las Vegas,NV,Media & Entertainment,Film & TV,517629,30.37,$50M-$100M,719
ACC001792,Stellar Ventures - South,ACC000802,Stellar Ventures,USR011,Michelle Taylor,SDR017,SDR Avery,Nashville,TN,Telecommunications,Satellite,518536,47.54,$10M-$50M,103
ACC001793,Dynamic Systems,,,USR016,Brian Moore,,,Miami,FL,Telecommunications,Satellite,519881,17.54,<$10M,10
ACC001794,Dynamic Solutions,,,USR014,Kevin Martinez,SDR013,SDR Morgan,Minneapolis,MN,Education,Higher Education,618848,52.14,<$10M,97
ACC001795,Atlas Group,,,USR006,David Kim,,,Phoenix,AZ,Financial Services,Insurance,523684,22.19,$100M-$500M,4828
ACC001796,Dynamic Group,,,USR016,Brian Moore,,,Boston,MA,Media & Entertainment,Music,513612,46.54,<$10M,78
ACC001797,Apex International,,,USR019,Nicole Lewis,SDR005,SDR Alex,Columbus,OH,Telecommunications,Internet Service,514734,39.32,$100M-$500M,1717
ACC001798,Summit Group,,,USR003,Emily Thompson,SDR039,SDR Taylor,New York,NY,Transportation,Freight,488917,23.71,$10M-$50M,264
ACC001799,Advanced Technologies - South,ACC001158,Advanced Technologies,USR013,Ashley Brown,SDR021,SDR Avery,Columbus,OH,Healthcare,Medical Devices,622137,2.8,<$10M,38
ACC001800,Atlas Services,,,USR008,Robert Jackson,SDR012,SDR Taylor,Atlanta,GA,Healthcare,Hospitals,623466,59.98,$500M-$1B,9036
ACC001801,Summit Technologies,,,USR017,Jennifer White,SDR026,SDR Alex,Fort Worth,TX,Media & Entertainment,Music,518833,39.4,<$10M,66
ACC001802,Premier Systems,,,USR002,Michael Rodriguez,SDR011,SDR Riley,Boston,MA,Technology,Cloud Computing,515984,32.66,<$10M,46
ACC001803,Nexus Consulting,,,USR016,Brian Moore,SDR031,SDR Jamie,Miami,FL,Healthcare,Hospitals,629295,33.72,<$10M,68
ACC001804,Global Inc,,,USR006,David Kim,SDR016,SDR Alex,Portland,OR,Energy,Renewable Energy,219328,6.72,$50M-$100M,682
ACC001805,Titan Solutions - West,ACC000881,Titan Solutions,USR003,Emily Thompson,SDR018,SDR Avery,Austin,TX,Education,Training & Certification,614422,14.8,<$10M,37
ACC001806,Quantum Inc,,,USR003,Emily Thompson,SDR003,SDR Jamie,Denver,CO,Real Estate,Construction,536160,51.26,$100M-$500M,1058
ACC001807,Vertex Ventures - South,ACC000732,Vertex Ventures,USR014,Kevin Martinez,SDR019,SDR Jamie,San Antonio,TX,Retail,Fashion,444644,47.12,>$1B,26859
ACC001808,Dynamic Consulting,,,USR018,Ryan Clark,,,Chicago,IL,Energy,Oil & Gas,212709,12.6,$10M-$50M,247
ACC001809,Global Solutions,,,USR006,David Kim,SDR048,SDR Jamie,Portland,OR,Transportation,Freight,483676,31.91,<$10M,34
ACC001810,Summit Consulting - West,ACC001044,Summit Consulting,USR010,Christopher Lee,SDR022,SDR Taylor,Fort Worth,TX,Real Estate,Construction,539257,29.88,$50M-$100M,532
ACC001811,Strategic Systems,,,USR018,Ryan Clark,SDR022,SDR Alex,Detroit,MI,Transportation,Rideshare,485753,38.69,<$10M,76
ACC001812,Summit Consulting,,,USR019,Nicole Lewis,SDR020,SDR Jamie,Charlotte,NC,Technology,AI/ML,519789,26.37,>$1B,27761
ACC001813,Nexus Partners - Central,ACC001083,Nexus Partners,USR014,Kevin Martinez,SDR037,SDR Casey,Atlanta,GA,Energy,Oil & Gas,214158,43.6,$100M-$500M,3218
ACC001814,Summit Consulting - South,ACC001437,Summit Consulting,USR007,Amanda Foster,SDR004,SDR Jordan,Raleigh,NC,Manufacturing,Industrial Equipment,313305,45.3,$10M-$50M,296
ACC001815,Titan Corp,,,USR011,Michelle Taylor,SDR018,SDR Jamie,Austin,TX,Energy,Renewable Energy,219564,26.79,$500M-$1B,7641
ACC001816,Summit Solutions - North,ACC001180,Summit Solutions,USR006,David Kim,SDR018,SDR Jamie,New York,NY,Telecommunications,Cable,517331,37.65,$10M-$50M,272
ACC001817,Vertex Technologies - East,ACC000464,Vertex Technologies,USR002,Michael Rodriguez,SDR025,SDR Jamie,Jacksonville,FL,Transportation,Public Transit,482745,12.78,<$10M,42
ACC001818,Stellar Group,,,USR007,Amanda Foster,SDR035,SDR Jamie,Columbus,OH,Retail,Specialty Retail,444823,37.91,$100M-$500M,4361
ACC001819,Summit Inc - North,ACC001450,Summit Inc,USR008,Robert Jackson,SDR040,SDR Alex,San Jose,CA,Media & Entertainment,Streaming,515387,9.43,<$10M,37
ACC001820,Premier Services,,,USR002,Michael Rodriguez,SDR002,SDR Morgan,Boston,MA,Transportation,Public Transit,485554,44.7,$50M-$100M,608
ACC001821,Titan International,,,USR020,Matthew Walker,SDR037,SDR Avery,San Francisco,CA,Retail,Fashion,445468,38.78,$10M-$50M,178
ACC001822,Zenith Industries,,,USR017,Jennifer White,SDR003,SDR Riley,Charlotte,NC,Transportation,Freight,487187,29.3,$100M-$500M,3015
ACC001823,Apex International - Central,ACC000057,Apex International,USR011,Michelle Taylor,SDR037,SDR Morgan,Dallas,TX,Retail,Fashion,446517,24.7,$50M-$100M,821
ACC001824,Titan Solutions,,,USR020,Matthew Walker,SDR042,SDR Taylor,Minneapolis,MN,Transportation,Logistics,481725,17.69,$100M-$500M,4970
ACC001825,Phoenix Ventures - East,ACC000480,Phoenix Ventures,USR017,Jennifer White,SDR030,SDR Alex,San Antonio,TX,Healthcare,Medical Devices,623516,43.89,<$10M,22
ACC001826,Stellar Group,,,USR015,Stephanie Garcia,SDR008,SDR Riley,Detroit,MI,Real Estate,Property Management,539412,5.73,$100M-$500M,4022
ACC001827,Phoenix Inc - North,ACC000729,Phoenix Inc,USR017,Jennifer White,SDR039,SDR Taylor,Austin,TX,Retail,Fashion,449519,17.39,$100M-$500M,3852
ACC001828,Titan Enterprises,,,USR008,Robert Jackson,SDR002,SDR Jamie,Las Vegas,NV,Transportation,Freight,489988,34.78,$10M-$50M,418
ACC001829,Stellar Group,,,USR007,Amanda Foster,SDR013,SDR Avery,Portland,OR,Retail,Department Stores,447600,15.32,<$10M,85
ACC001830,Advanced Partners,,,USR005,Jessica Martinez,SDR025,SDR Taylor,Raleigh,NC,Manufacturing,Industrial Equipment,316568,20.63,$50M-$100M,712
ACC001831,Global Industries,,,USR008,Robert Jackson,SDR015,SDR Taylor,Nashville,TN,Real Estate,Construction,538377,29.24,$50M-$100M,984
ACC001832,Atlas Industries - South,ACC000612,Atlas Industries,USR016,Brian Moore,SDR003,SDR Alex,Portland,OR,Real Estate,Commercial,538019,29.48,$10M-$50M,239
ACC001833,Phoenix Solutions,,,USR018,Ryan Clark,SDR029,SDR Avery,Denver,CO,Professional Services,HR Services,545251,8.28,<$10M,66
ACC001834,Summit Ventures,,,USR018,Ryan Clark,SDR029,SDR Alex,Las Vegas,NV,Energy,Energy Storage,219424,22.01,<$10M,84
ACC001835,Premier Holdings,,,USR012,Daniel Anderson,SDR011,SDR Jamie,Fort Worth,TX,Healthcare,Medical Devices,624442,35.36,$10M-$50M,381
ACC001836,Global Inc,,,USR001,Sarah Chen,SDR006,SDR Jamie,Phoenix,AZ,Transportation,Public Transit,487539,36.53,$50M-$100M,592
ACC001837,Vertex Consulting,,,USR018,Ryan Clark,SDR042,SDR Jamie,Miami,FL,Healthcare,Telehealth,629368,56.89,$100M-$500M,4340
ACC001838,Apex Systems - West,ACC000028,Apex Systems,USR013,Ashley Brown,SDR008,SDR Alex,Los Angeles,CA,Technology,Data Analytics,513161,43.17,<$10M,28
ACC001839,Apex Systems,,,USR017,Jennifer White,SDR043,SDR Jamie,San Jose,CA,Real Estate,Construction,538440,3.12,$500M-$1B,6987
ACC001840,Stellar Corp,,,USR020,Matthew Walker,SDR013,SDR Morgan,Austin,TX,Professional Services,Accounting,548308,66.12,<$10M,72
ACC001841,Atlas Industries - South,ACC000612,Atlas Industries,USR004,James Wilson,SDR041,SDR Riley,Los Angeles,CA,Media & Entertainment,Gaming,516214,38.95,$10M-$50M,116
ACC001842,Stellar Ventures,,,USR008,Robert Jackson,SDR017,SDR Casey,Los Angeles,CA,Telecommunications,Internet Service,519341,20.4,$10M-$50M,153
ACC001843,Stellar Solutions,,,USR004,James Wilson,SDR042,SDR Morgan,Miami,FL,Healthcare,Medical Devices,621806,23.0,<$10M,78
ACC001844,Atlas Inc,,,USR018,Ryan Clark,SDR038,SDR Alex,Nashville,TN,Media & Entertainment,Streaming,518378,34.13,$50M-$100M,775
ACC001845,Nexus Services,,,USR009,Lauren Davis,SDR017,SDR Casey,Columbus,OH,Technology,Cloud Computing,515807,17.68,<$10M,39
ACC001846,Nexus Solutions - North,ACC000071,Nexus Solutions,USR014,Kevin Martinez,SDR040,SDR Taylor,Austin,TX,Energy,Energy Storage,219169,12.12,$10M-$50M,206
ACC001847,Stellar Corp,,,USR006,David Kim,SDR043,SDR Taylor,Charlotte,NC,Healthcare,Medical Devices,629340,24.62,$10M-$50M,386
ACC001848,Phoenix Solutions - Central,ACC000469,Phoenix Solutions,USR003,Emily Thompson,SDR046,SDR Riley,Detroit,MI,Professional Services,Legal,543681,65.85,>$1B,24861
ACC001849,Atlas Inc,,,USR012,Daniel Anderson,SDR041,SDR Riley,Las Vegas,NV,Manufacturing,Automotive,315054,38.38,$50M-$100M,908
ACC001850,Vertex Ventures - East,ACC000732,Vertex Ventures,USR010,Christopher Lee,SDR046,SDR Avery,Dallas,TX,Energy,Oil & Gas,213004,12.31,$10M-$50M,423
ACC001851,Advanced International,,,USR020,Matthew Walker,SDR029,SDR Jordan,New York,NY,Real Estate,REITs,533647,1.32,$100M-$500M,1315
ACC001852,Advanced International,,,USR010,Christopher Lee,,,Houston,TX,Transportation,Logistics,485912,9.9,$100M-$500M,3734
ACC001853,Premier Consulting,,,USR018,Ryan Clark,SDR029,SDR Avery,San Jose,CA,Media & Entertainment,Music,513104,30.12,$50M-$100M,868
ACC001854,Apex Systems,,,USR001,Sarah Chen,,,Columbus,OH,Financial Services,Payments,526699,26.83,$500M-$1B,5242
ACC001855,Dynamic Technologies,,,USR007,Amanda Foster,SDR030,SDR Avery,Houston,TX,Real Estate,Construction,537185,46.86,>$1B,37122
ACC001856,Vertex Consulting,,,USR008,Robert Jackson,SDR009,SDR Alex,Miami,FL,Energy,Oil & Gas,213097,15.14,<$10M,99
ACC001857,Premier Technologies,,,USR007,Amanda Foster,SDR036,SDR Jamie,San Diego,CA,Manufacturing,Aerospace,318999,27.4,$10M-$50M,479
ACC001858,Phoenix Ventures,,,USR005,Jessica Martinez,SDR026,SDR Casey,Houston,TX,Technology,SaaS,511440,58.53,$50M-$100M,608
ACC001859,Nexus Inc,,,USR012,Daniel Anderson,SDR009,SDR Casey,Minneapolis,MN,Manufacturing,Aerospace,311860,14.62,<$10M,59
ACC001860,Vertex Ventures - South,ACC001247,Vertex Ventures,USR003,Emily Thompson,SDR048,SDR Riley,Nashville,TN,Manufacturing,Electronics,316486,17.55,$10M-$50M,488
ACC001861,Phoenix Industries,,,USR009,Lauren Davis,,,San Jose,CA,Financial Services,Insurance,521431,30.1,<$10M,80
ACC001862,Strategic Group - East,ACC001113,Strategic Group,USR003,Emily Thompson,SDR018,SDR Morgan,Atlanta,GA,Telecommunications,Mobile Carriers,515191,30.32,$100M-$500M,2635
ACC001863,Apex Ventures,,,USR016,Brian Moore,SDR005,SDR Morgan,Dallas,TX,Media & Entertainment,Gaming,515521,28.59,$10M-$50M,478
ACC001864,Stellar Group,,,USR007,Amanda Foster,SDR008,SDR Jordan,Dallas,TX,Professional Services,Consulting,548503,6.48,$10M-$50M,338
ACC001865,Strategic Inc,,,USR010,Christopher Lee,SDR019,SDR Riley,San Diego,CA,Real Estate,REITs,538134,13.27,$10M-$50M,363
ACC001866,Zenith Holdings,,,USR004,James Wilson,SDR016,SDR Avery,Chicago,IL,Manufacturing,Industrial Equipment,312381,21.16,$10M-$50M,133
ACC001867,Titan Enterprises,,,USR001,Sarah Chen,SDR036,SDR Jordan,Charlotte,NC,Retail,Department Stores,447641,16.93,$50M-$100M,663
ACC001868,Phoenix Inc,,,USR018,Ryan Clark,SDR010,SDR Alex,Minneapolis,MN,Energy,Utilities,214242,48.11,<$10M,19
ACC001869,Summit Solutions,,,USR002,Michael Rodriguez,SDR012,SDR Alex,Indianapolis,IN,Telecommunications,Cable,516492,56.8,>$1B,31963
ACC001870,Strategic Enterprises,,,USR004,James Wilson,SDR002,SDR Taylor,Fort Worth,TX,Professional Services,Consulting,541600,50.06,<$10M,19
ACC001871,Strategic Solutions - North,ACC000513,Strategic Solutions,USR004,James Wilson,,,Fort Worth,TX,Retail,Specialty Retail,445093,10.89,<$10M,76
ACC001872,Strategic Group,,,USR011,Michelle Taylor,SDR012,SDR Taylor,Detroit,MI,Financial Services,Insurance,527102,60.63,$10M-$50M,435
ACC001873,Nexus Consulting - North,ACC000156,Nexus Consulting,USR004,James Wilson,SDR035,SDR Casey,San Jose,CA,Technology,SaaS,512655,34.26,<$10M,92
ACC001874,Atlas Technologies,,,USR006,David Kim,SDR022,SDR Casey,Raleigh,NC,Financial Services,Investment Management,525641,25.83,$10M-$50M,210
ACC001875,Nexus Services,,,USR020,Matthew Walker,SDR012,SDR Alex,Dallas,TX,Retail,Department Stores,448045,23.93,$10M-$50M,237
ACC001876,Titan Partners - South,ACC001195,Titan Partners,USR014,Kevin Martinez,SDR041,SDR Avery,Minneapolis,MN,Financial Services,Banking,525533,44.14,$50M-$100M,781
ACC001877,Stellar Inc,,,USR013,Ashley Brown,,,Chicago,IL,Education,EdTech,613909,52.68,>$1B,36495
ACC001878,Advanced Group,,,USR013,Ashley Brown,,,Jacksonville,FL,Telecommunications,Cable,519370,43.41,<$10M,63
ACC001879,Stellar Services,,,USR008,Robert Jackson,SDR011,SDR Riley,San Jose,CA,Energy,Utilities,215436,2.86,$500M-$1B,8226
ACC001880,Vertex Systems,,,USR014,Kevin Martinez,SDR048,SDR Riley,San Diego,CA,Energy,Utilities,214318,54.42,$100M-$500M,3896
ACC001881,Titan Technologies - East,ACC000556,Titan Technologies,USR004,James Wilson,SDR011,SDR Jordan,Nashville,TN,Energy,Energy Storage,217854,4.78,$500M-$1B,9481
ACC001882,Nexus Industries,,,USR017,Jennifer White,SDR043,SDR Morgan,Denver,CO,Manufacturing,Aerospace,312659,32.77,$10M-$50M,375
ACC001883,Apex Ventures,,,USR018,Ryan Clark,SDR027,SDR Jordan,Houston,TX,Financial Services,Investment Management,524679,52.05,$50M-$100M,756
ACC001884,Summit Consulting,,,USR001,Sarah Chen,SDR014,SDR Avery,San Francisco,CA,Healthcare,Hospitals,621965,38.51,$10M-$50M,185
ACC001885,Titan Inc,,,USR018,Ryan Clark,,,New York,NY,Technology,SaaS,513292,10.71,$10M-$50M,240
ACC001886,Innovative Group,,,USR007,Amanda Foster,SDR050,SDR Casey,Charlotte,NC,Real Estate,Residential,536297,46.18,$50M-$100M,929
ACC001887,Stellar Solutions - West,ACC000587,Stellar Solutions,USR010,Christopher Lee,SDR014,SDR Jamie,Raleigh,NC,Financial Services,Payments,522783,38.34,$10M-$50M,483
ACC001888,Nexus Solutions,,,USR019,Nicole Lewis,SDR043,SDR Jordan,Houston,TX,Real Estate,Construction,537776,18.22,$50M-$100M,696
ACC001889,Advanced Ventures,,,USR001,Sarah Chen,SDR014,SDR Morgan,Austin,TX,Professional Services,Accounting,542817,14.25,<$10M,59
ACC001890,Global Technologies,,,USR008,Robert Jackson,SDR047,SDR Casey,Denver,CO,Healthcare,Pharmaceuticals,622332,30.87,<$10M,39
ACC001891,Titan Inc,,,USR007,Amanda Foster,,,Dallas,TX,Retail,Specialty Retail,442644,32.53,<$10M,82
ACC001892,Premier Technologies,,,USR016,Brian Moore,SDR005,SDR Alex,Dallas,TX,Transportation,Freight,482493,8.36,<$10M,11
ACC001893,Advanced Services,,,USR010,Christopher Lee,SDR003,SDR Taylor,Phoenix,AZ,Retail,Fashion,447835,33.52,$100M-$500M,4792
ACC001894,Premier Enterprises - North,ACC000095,Premier Enterprises,USR020,Matthew Walker,SDR019,SDR Morgan,Phoenix,AZ,Healthcare,Health Insurance,624286,41.41,<$10M,52
ACC001895,Strategic Solutions,,,USR007,Amanda Foster,SDR045,SDR Alex,San Francisco,CA,Retail,Fashion,442575,7.0,$10M-$50M,402
ACC001896,Atlas International - North,ACC001249,Atlas International,USR003,Emily Thompson,SDR007,SDR Avery,Minneapolis,MN,Healthcare,Pharmaceuticals,622415,43.37,$100M-$500M,1475
ACC001897,Strategic Technologies - Central,ACC000315,Strategic Technologies,USR010,Christopher Lee,,,Raleigh,NC,Manufacturing,Automotive,313217,41.93,$10M-$50M,337
ACC001898,Advanced Group,,,USR005,Jessica Martinez,,,Charlotte,NC,Education,Higher Education,615900,21.29,$10M-$50M,348
ACC001899,Zenith Technologies - West,ACC000751,Zenith Technologies,USR016,Brian Moore,,,Jacksonville,FL,Professional Services,Consulting,545826,63.88,$100M-$500M,1768
ACC001900,Advanced Solutions,,,USR016,Brian Moore,SDR043,SDR Jordan,Fort Worth,TX,Real Estate,Commercial,535690,14.31,<$10M,92
ACC001901,Premier Technologies,,,USR003,Emily Thompson,,,San Antonio,TX,Financial Services,Banking,527733,24.02,$50M-$100M,721
ACC001902,Titan Holdings,,,USR012,Daniel Anderson,SDR012,SDR Riley,Atlanta,GA,Education,K-12,616109,16.06,$100M-$500M,1008
ACC001903,Advanced Consulting,,,USR018,Ryan Clark,SDR034,SDR Casey,Indianapolis,IN,Financial Services,Investment Management,526880,75.55,$10M-$50M,409
ACC001904,Apex Solutions,,,USR004,James Wilson,SDR028,SDR Riley,Charlotte,NC,Retail,Fashion,447584,20.33,<$10M,56
ACC001905,Zenith Inc - West,ACC000664,Zenith Inc,USR003,Emily Thompson,SDR026,SDR Jamie,Phoenix,AZ,Transportation,Freight,486924,20.31,$10M-$50M,113
ACC001906,Innovative Corp - North,ACC001595,Innovative Corp,USR002,Michael Rodriguez,SDR008,SDR Casey,Raleigh,NC,Retail,Grocery,447194,10.86,$10M-$50M,315
ACC001907,Phoenix Services,,,USR001,Sarah Chen,SDR027,SDR Jamie,Seattle,WA,Financial Services,Investment Management,525455,65.44,>$1B,16572
ACC001908,Global Partners,,,USR007,Amanda Foster,SDR008,SDR Jordan,Jacksonville,FL,Media & Entertainment,Gaming,513643,16.88,<$10M,28
ACC001909,Strategic Group,,,USR009,Lauren Davis,SDR034,SDR Taylor,San Antonio,TX,Transportation,Airlines,485868,15.06,<$10M,44
ACC001910,Strategic Group - East,ACC001909,Strategic Group,USR015,Stephanie Garcia,SDR015,SDR Jordan,Jacksonville,FL,Healthcare,Hospitals,622667,4.19,$50M-$100M,979
ACC001911,Vertex Systems,,,USR015,Stephanie Garcia,,,Philadelphia,PA,Manufacturing,Aerospace,319693,17.14,$50M-$100M,972
ACC001912,Zenith Partners,,,USR002,Michael Rodriguez,SDR034,SDR Avery,San Diego,CA,Technology,AI/ML,519854,9.25,<$10M,19
ACC001913,Nexus Inc,,,USR011,Michelle Taylor,SDR040,SDR Jordan,Austin,TX,Technology,Cybersecurity,513068,32.44,$100M-$500M,3091
ACC001914,Titan Services,,,USR005,Jessica Martinez,SDR006,SDR Taylor,Nashville,TN,Healthcare,Medical Devices,624658,40.24,<$10M,38
ACC001915,Quantum Inc - South,ACC000077,Quantum Inc,USR015,Stephanie Garcia,SDR043,SDR Jordan,Phoenix,AZ,Telecommunications,Satellite,518284,17.35,<$10M,40
ACC001916,Global Corp,,,USR018,Ryan Clark,SDR032,SDR Riley,Miami,FL,Professional Services,Marketing,546014,20.24,$50M-$100M,510
ACC001917,Global Inc,,,USR014,Kevin Martinez,SDR045,SDR Alex,San Jose,CA,Transportation,Freight,483510,9.42,$10M-$50M,378
ACC001918,Premier Industries,,,USR015,Stephanie Garcia,SDR049,SDR Avery,Dallas,TX,Energy,Oil & Gas,211708,57.51,<$10M,50
ACC001919,Apex Industries,,,USR003,Emily Thompson,SDR009,SDR Alex,Jacksonville,FL,Financial Services,FinTech,521335,60.17,$10M-$50M,199
ACC001920,Dynamic International,,,USR013,Ashley Brown,SDR030,SDR Casey,Atlanta,GA,Media & Entertainment,Music,513954,43.86,$10M-$50M,104
ACC001921,Apex Consulting,,,USR009,Lauren Davis,SDR033,SDR Casey,New York,NY,Transportation,Freight,485487,37.39,<$10M,100
ACC001922,Vertex Corp,,,USR013,Ashley Brown,SDR035,SDR Riley,Austin,TX,Financial Services,Investment Management,525616,12.94,$100M-$500M,3395
ACC001923,Stellar Ventures,,,USR001,Sarah Chen,SDR024,SDR Taylor,Charlotte,NC,Technology,AI/ML,514488,38.64,<$10M,28
ACC001924,Nexus Corp,,,USR008,Robert Jackson,,,Austin,TX,Real Estate,REITs,533282,33.88,$10M-$50M,215
ACC001925,Strategic Ventures,,,USR006,David Kim,,,Portland,OR,Technology,Cybersecurity,512485,44.03,$10M-$50M,150
